GET https://xtmijd.com/assets/AiWatchlistPanel-CIwvS96_.css → 200 (?ms, 5623B)
GET https://xtmijd.com/assets/xt-DOFvG6Er.js → 200 (?ms, 11206B)
GET https://xtmijd.com/assets/XtEmpty-iwOwa1ti.js → 200 (10ms, 560B)
GET https://xtmijd.com/assets/XtEmpty-Csv6QXmp.css → 200 (?ms, 688B)
GET https://xtmijd.com/assets/XtSkeleton-BR3AQkDT.js → 200 (1ms, 882B)
GET https://xtmijd.com/assets/XtSkeleton-BDji5_MU.css → 200 (?ms, 669B)
GET https://xtmijd.com/assets/xt-D5NlJp_t.css → 200 (?ms, 12179B)
GET https://xtmijd.com/assets/ManageShell-RwPMXyPn.css → 200 (?ms, 29828B)
GET https://xtmijd.com/assets/FillDetailsPage-B4J8E2NP.js → 200 (135ms, 12887B)
GET https://xtmijd.com/assets/dashboard-BzUyd_nZ.js → 200 (?ms, 632B)
GET https://xtmijd.com/assets/master-C9TgrCOP.js → 200 (?ms, 2177B)
GET https://xtmijd.com/assets/realtime-CJ2gs344.js → 200 (?ms, 944B)
GET https://xtmijd.com/assets/DateSwitcher-HmChsbP8.js → 200 (?ms, 4247B)
GET https://xtmijd.com/assets/shiftClock-CIiH43GB.js → 200 (?ms, 1484B)
GET https://xtmijd.com/assets/DateSwitcher-Cg1-Pfz8.css → 200 (?ms, 6675B)
GET https://xtmijd.com/assets/missingReportRows-LKoeCFkN.js → 200 (?ms, 4082B)
GET https://xtmijd.com/assets/display-DKKrQ2kI.js → 200 (?ms, 4746B)
GET https://xtmijd.com/assets/downloadBlob-DShtMGT0.js → 200 (?ms, 235B)
GET https://xtmijd.com/assets/stitchManageSurface-DScKiJzj.js → 200 (?ms, 24511B)
GET https://xtmijd.com/assets/manageFillDetailsAudit-B3_g1Ceq.js → 200 (?ms, 7741B)
GET https://xtmijd.com/assets/FillDetailsPage-BQtv5UoI.css → 200 (122ms, 18339B)
GET https://xtmijd.com/assets/echarts-hud-D4ZePZfi.js → 200 (1ms, 1328B)
GET https://xtmijd.com/api/v1/master/workshops?limit=300 → 200 (449ms, 1618B)
GET https://xtmijd.com/api/v1/aggregation/live/fill-details?business_date=2026-06-16&limit=800 → 200 (1700ms, 225551B)
GET https://xtmijd.com/api/v1/dashboard/daily-production?target_date=2026-06-16 → 200 (3667ms, 6178B)
GET https://xtmijd.com/api/v1/aggregation/live?business_date=2026-06-16 → 200 (3446ms, 92762B)
